age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55.0,blue-collar,married,secondary,no,989.0,yes,yes,unknown,23,may,246.0,4.0,-1.0,0.0,unknown,no
34.0,management,married,tertiary,no,415.0,no,yes,cellular,23,jul,361.0,2.0,-1.0,0.0,unknown,no
28.0,unemployed,single,secondary,no,16.0,no,no,cellular,12,aug,119.0,4.0,-1.0,0.0,unknown,no
42.0,technician,divorced,tertiary,no,,yes,no,cellular,29,jul,375.0,2.0,-1.0,0.0,unknown,no
29.0,blue-collar,single,secondary,no,482.0,no,yes,cellular,10,jul,,3.0,-1.0,0.0,unknown,yes
54.0,housemaid,married,secondary,no,209.0,yes,yes,cellular,25,jul,97.0,1.0,-1.0,0.0,unknown,no
32.0,technician,single,secondary,no,0.0,no,no,cellular,26,aug,181.0,2.0,-1.0,0.0,unknown,no
39.0,technician,single,tertiary,no,,no,no,cellular,2,feb,83.0,3.0,-1.0,0.0,unknown,no
53.0,entrepreneur,married,tertiary,no,624.0,no,yes,cellular,21,jul,180.0,4.0,-1.0,0.0,unknown,no
58.0,technician,married,tertiary,no,883.0,no,no,cellular,18,aug,543.0,1.0,,,failure,no
40.0,self-employed,married,secondary,no,1516.0,yes,yes,unknown,23,may,373.0,1.0,-1.0,0.0,unknown,no
29.0,student,single,secondary,no,872.0,yes,no,unknown,7,may,230.0,1.0,-1.0,0.0,unknown,no
33.0,technician,married,tertiary,no,-988.0,yes,yes,cellular,15,jul,83.0,3.0,-1.0,0.0,unknown,no
38.0,admin.,single,secondary,no,902.0,yes,no,telephone,31,jul,58.0,,-1.0,0.0,unknown,no
56.0,services,divorced,secondary,no,1007.0,no,no,cellular,29,jul,88.0,6.0,-1.0,0.0,unknown,no
40.0,services,married,secondary,no,0.0,yes,no,cellular,2,jun,297.0,1.0,,,failure,no
24.0,blue-collar,single,secondary,no,174.0,yes,yes,cellular,18,may,487.0,1.0,-1.0,0.0,unknown,yes
46.0,management,married,secondary,no,,no,no,unknown,20,jun,29.0,3.0,-1.0,0.0,unknown,no
35.0,self-employed,married,secondary,no,524.0,yes,no,cellular,21,nov,484.0,4.0,-1.0,0.0,unknown,no
35.0,blue-collar,single,tertiary,no,0.0,yes,no,cellular,21,jul,262.0,4.0,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,4.0,yes,no,unknown,15,may,644.0,1.0,-1.0,0.0,unknown,no
35.0,housemaid,married,tertiary,no,,no,no,cellular,12,aug,,2.0,,,failure,no
38.0,technician,single,tertiary,no,0.0,no,no,cellular,28,aug,247.0,2.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,primary,no,,no,no,cellular,18,nov,49.0,3.0,-1.0,0.0,unknown,no
51.0,blue-collar,divorced,primary,no,37.0,yes,no,cellular,13,may,341.0,1.0,-1.0,0.0,unknown,no
59.0,self-employed,married,tertiary,no,593.0,no,no,unknown,13,may,64.0,2.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,1148.0,yes,no,cellular,20,apr,121.0,1.0,-1.0,0.0,unknown,no
37.0,blue-collar,single,secondary,no,3561.0,yes,no,unknown,2,jun,98.0,1.0,-1.0,0.0,unknown,no
42.0,admin.,divorced,secondary,no,63.0,no,no,unknown,16,may,88.0,6.0,-1.0,0.0,unknown,no
40.0,student,married,secondary,no,260.0,no,no,unknown,20,jun,197.0,6.0,-1.0,0.0,unknown,no
28.0,technician,single,tertiary,no,2269.0,yes,no,unknown,9,may,331.0,1.0,-1.0,0.0,unknown,no
47.0,admin.,married,secondary,no,1060.0,yes,no,unknown,6,jun,83.0,3.0,-1.0,0.0,unknown,no
27.0,self-employed,married,secondary,no,-220.0,yes,no,unknown,26,may,138.0,2.0,-1.0,0.0,unknown,no
41.0,management,married,tertiary,no,49.0,yes,no,cellular,17,jul,312.0,5.0,-1.0,0.0,unknown,no
34.0,admin.,married,tertiary,no,69.0,no,yes,cellular,4,aug,120.0,3.0,,,success,yes
50.0,blue-collar,married,primary,no,,yes,no,cellular,7,aug,526.0,2.0,-1.0,0.0,unknown,yes
47.0,blue-collar,married,secondary,no,480.0,yes,no,unknown,28,may,211.0,2.0,-1.0,0.0,unknown,no
53.0,services,married,secondary,no,,no,no,cellular,18,aug,62.0,6.0,-1.0,0.0,unknown,no
53.0,technician,divorced,secondary,no,0.0,yes,yes,cellular,15,jul,135.0,5.0,-1.0,0.0,unknown,no
47.0,management,married,tertiary,no,,no,no,cellular,14,aug,101.0,2.0,-1.0,0.0,unknown,no
49.0,entrepreneur,divorced,unknown,yes,-701.0,yes,no,cellular,30,jul,,2.0,-1.0,0.0,unknown,yes
29.0,management,married,tertiary,no,451.0,no,no,cellular,28,jan,451.0,1.0,-1.0,0.0,unknown,no
45.0,blue-collar,divorced,primary,no,-311.0,yes,no,unknown,23,may,,1.0,-1.0,0.0,unknown,yes
38.0,entrepreneur,married,secondary,no,593.0,yes,yes,cellular,24,jul,,,-1.0,0.0,unknown,yes
32.0,blue-collar,married,secondary,no,759.0,yes,no,cellular,9,apr,317.0,5.0,-1.0,0.0,unknown,yes
70.0,retired,divorced,primary,no,,no,no,cellular,18,may,445.0,1.0,-1.0,0.0,unknown,no
65.0,retired,divorced,primary,no,1840.0,no,no,cellular,1,jun,383.0,2.0,,,failure,no
56.0,blue-collar,married,secondary,no,345.0,yes,no,telephone,22,jul,605.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,secondary,no,1287.0,yes,no,cellular,14,jul,330.0,2.0,-1.0,0.0,unknown,no
56.0,management,married,unknown,no,353.0,no,yes,cellular,25,jul,171.0,2.0,-1.0,0.0,unknown,no
56.0,technician,married,secondary,no,205.0,no,yes,cellular,23,jul,442.0,2.0,-1.0,0.0,unknown,no
49.0,entrepreneur,married,secondary,no,687.0,yes,no,cellular,17,apr,,1.0,-1.0,0.0,unknown,yes
38.0,unemployed,married,primary,no,1147.0,yes,yes,unknown,8,may,249.0,5.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,,yes,no,unknown,9,may,357.0,1.0,-1.0,0.0,unknown,no
38.0,admin.,married,tertiary,no,605.0,no,no,cellular,18,nov,147.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,secondary,no,,yes,yes,cellular,6,may,199.0,,,,failure,no
55.0,management,married,unknown,no,559.0,no,no,cellular,28,jan,271.0,2.0,-1.0,0.0,unknown,no
43.0,blue-collar,single,primary,no,2.0,yes,no,cellular,30,jul,,3.0,-1.0,0.0,unknown,no
43.0,management,married,tertiary,no,2.0,no,yes,cellular,20,aug,472.0,2.0,-1.0,0.0,unknown,no
25.0,admin.,single,tertiary,no,760.0,yes,no,cellular,27,may,223.0,3.0,,,failure,yes
30.0,blue-collar,married,primary,no,1317.0,yes,no,unknown,21,may,395.0,2.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,secondary,no,182.0,no,no,cellular,4,feb,56.0,1.0,-1.0,0.0,unknown,no
50.0,admin.,married,primary,no,276.0,no,yes,unknown,17,jun,641.0,6.0,-1.0,0.0,unknown,no
35.0,entrepreneur,married,secondary,no,2971.0,no,no,cellular,4,may,429.0,4.0,,,failure,yes
26.0,unemployed,single,secondary,no,1064.0,no,no,unknown,31,may,113.0,1.0,-1.0,0.0,unknown,no
45.0,admin.,married,unknown,no,1783.0,no,no,unknown,20,jun,11.0,,-1.0,0.0,unknown,no
37.0,blue-collar,married,secondary,no,-67.0,no,no,cellular,2,feb,157.0,1.0,-1.0,0.0,unknown,no
60.0,self-employed,single,tertiary,no,179.0,no,yes,cellular,29,jul,79.0,4.0,-1.0,0.0,unknown,no
38.0,management,married,tertiary,no,1199.0,no,no,cellular,4,aug,178.0,1.0,,,success,yes
47.0,blue-collar,married,primary,no,214.0,yes,yes,unknown,9,jun,168.0,1.0,-1.0,0.0,unknown,no
33.0,technician,married,secondary,no,,no,no,cellular,9,nov,425.0,1.0,,,failure,no
51.0,unemployed,married,secondary,no,1760.0,no,yes,cellular,19,nov,162.0,1.0,-1.0,0.0,unknown,no
35.0,entrepreneur,single,tertiary,no,145.0,yes,no,cellular,18,jul,,2.0,-1.0,0.0,unknown,yes
35.0,unemployed,married,secondary,no,978.0,no,no,cellular,29,dec,,3.0,,,success,yes
48.0,admin.,single,secondary,no,1150.0,yes,no,unknown,28,may,357.0,1.0,-1.0,0.0,unknown,no
37.0,admin.,married,secondary,no,121.0,no,no,cellular,22,jul,22.0,6.0,-1.0,0.0,unknown,no
29.0,technician,single,tertiary,no,828.0,yes,no,cellular,16,apr,215.0,3.0,,,other,no
34.0,admin.,married,secondary,no,244.0,yes,no,cellular,31,jul,56.0,4.0,-1.0,0.0,unknown,no
32.0,services,married,primary,no,228.0,yes,no,cellular,21,jul,,6.0,-1.0,0.0,unknown,yes
30.0,management,single,tertiary,no,424.0,no,no,cellular,16,apr,298.0,4.0,-1.0,0.0,unknown,yes
47.0,management,divorced,tertiary,no,447.0,no,yes,unknown,7,may,126.0,1.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,primary,no,-195.0,no,no,unknown,20,sep,9.0,1.0,-1.0,0.0,unknown,no
33.0,management,single,tertiary,no,1410.0,yes,no,cellular,5,feb,8.0,1.0,,,failure,no
63.0,retired,married,primary,no,1084.0,no,no,cellular,14,oct,201.0,1.0,,,success,no
51.0,self-employed,divorced,primary,no,,no,no,cellular,6,may,106.0,2.0,-1.0,0.0,unknown,no
41.0,management,married,tertiary,no,832.0,yes,yes,cellular,21,nov,164.0,1.0,,,failure,no
56.0,retired,married,tertiary,no,478.0,no,no,cellular,5,feb,97.0,1.0,-1.0,0.0,unknown,no
60.0,management,single,tertiary,no,0.0,no,yes,cellular,23,jul,151.0,1.0,-1.0,0.0,unknown,no
41.0,self-employed,single,tertiary,no,,yes,no,unknown,30,may,96.0,2.0,-1.0,0.0,unknown,no
37.0,management,single,unknown,no,504.0,yes,no,cellular,16,apr,555.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,single,secondary,no,219.0,yes,yes,cellular,11,may,270.0,2.0,,,failure,no
57.0,management,married,tertiary,no,1602.0,no,no,cellular,29,jul,339.0,3.0,-1.0,0.0,unknown,no
55.0,management,married,primary,no,2587.0,no,no,cellular,4,sep,328.0,2.0,,,success,yes
44.0,admin.,married,secondary,no,0.0,yes,yes,unknown,16,may,159.0,1.0,-1.0,0.0,unknown,no
47.0,self-employed,married,tertiary,no,2303.0,yes,no,cellular,6,may,323.0,2.0,,,failure,no
31.0,blue-collar,married,secondary,no,1660.0,yes,no,cellular,20,apr,342.0,1.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,yes,32.0,yes,no,cellular,21,nov,180.0,1.0,-1.0,0.0,unknown,no
39.0,management,married,tertiary,no,278.0,no,yes,cellular,28,jul,60.0,3.0,-1.0,0.0,unknown,no
50.0,management,married,tertiary,no,4.0,no,no,cellular,17,nov,223.0,1.0,,,failure,no
29.0,management,married,tertiary,no,318.0,yes,no,cellular,18,may,,2.0,,,failure,no
30.0,services,single,secondary,no,209.0,yes,no,unknown,6,may,30.0,2.0,-1.0,0.0,unknown,no
46.0,services,married,secondary,no,271.0,yes,no,unknown,16,may,134.0,4.0,-1.0,0.0,unknown,no
27.0,management,single,unknown,no,3196.0,no,no,cellular,9,feb,10.0,2.0,-1.0,0.0,unknown,no
48.0,admin.,divorced,secondary,no,,no,no,cellular,2,apr,397.0,2.0,-1.0,0.0,unknown,yes
26.0,student,single,secondary,no,2572.0,yes,no,cellular,5,may,620.0,1.0,-1.0,0.0,unknown,no
36.0,management,single,tertiary,no,339.0,no,no,cellular,21,nov,6.0,6.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,7,may,209.0,2.0,-1.0,0.0,unknown,no
50.0,housemaid,married,primary,no,395.0,yes,no,unknown,15,may,419.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,secondary,no,2039.0,yes,no,cellular,18,nov,283.0,2.0,-1.0,0.0,unknown,no
45.0,management,married,tertiary,no,,no,no,cellular,8,aug,188.0,2.0,-1.0,0.0,unknown,no
23.0,student,single,secondary,no,780.0,no,no,cellular,16,sep,267.0,1.0,-1.0,0.0,unknown,no
38.0,technician,single,secondary,no,0.0,yes,no,cellular,7,apr,196.0,2.0,-1.0,0.0,unknown,no
32.0,management,single,tertiary,no,,yes,no,cellular,17,apr,245.0,1.0,,,failure,no
60.0,technician,single,primary,no,,no,no,cellular,26,aug,323.0,1.0,-1.0,0.0,unknown,yes
30.0,entrepreneur,married,secondary,no,946.0,yes,no,cellular,19,nov,,1.0,,,other,no
58.0,housemaid,married,tertiary,no,497.0,no,no,unknown,11,jun,138.0,5.0,-1.0,0.0,unknown,no
60.0,retired,married,primary,no,55.0,no,no,cellular,4,jun,207.0,1.0,-1.0,0.0,unknown,no
38.0,services,married,secondary,no,-140.0,no,no,unknown,25,jun,456.0,3.0,-1.0,0.0,unknown,no
51.0,technician,married,secondary,no,-379.0,yes,no,cellular,5,aug,261.0,1.0,-1.0,0.0,unknown,no
42.0,admin.,married,secondary,no,-396.0,yes,no,cellular,11,may,80.0,1.0,,,failure,no
30.0,services,single,secondary,no,0.0,yes,no,cellular,18,may,131.0,6.0,,,failure,no
40.0,management,married,primary,no,733.0,yes,no,unknown,6,jun,94.0,,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,393.0,yes,no,cellular,14,may,567.0,3.0,,,failure,yes
53.0,technician,divorced,primary,no,,yes,no,unknown,30,may,153.0,1.0,-1.0,0.0,unknown,no
27.0,services,single,secondary,no,468.0,yes,no,cellular,13,may,109.0,1.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,30,apr,53.0,1.0,,,failure,no
39.0,blue-collar,married,primary,no,,yes,no,unknown,16,jun,77.0,1.0,-1.0,0.0,unknown,no
59.0,retired,married,tertiary,no,,no,no,telephone,27,mar,234.0,2.0,-1.0,0.0,unknown,yes
37.0,services,married,secondary,no,1328.0,yes,no,telephone,13,may,121.0,2.0,,,failure,no
41.0,blue-collar,married,primary,no,8.0,yes,no,cellular,15,jul,155.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,primary,no,61.0,no,no,cellular,17,apr,108.0,1.0,-1.0,0.0,unknown,no
48.0,management,married,tertiary,no,,no,no,unknown,17,jun,159.0,3.0,-1.0,0.0,unknown,no
48.0,technician,married,secondary,no,302.0,yes,no,unknown,26,may,208.0,3.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,1005.0,no,no,cellular,12,may,215.0,1.0,-1.0,0.0,unknown,no
35.0,services,married,secondary,no,109.0,yes,no,unknown,6,may,597.0,3.0,-1.0,0.0,unknown,no
33.0,management,single,tertiary,no,1240.0,yes,no,cellular,4,feb,505.0,2.0,,,other,no
28.0,blue-collar,single,primary,no,0.0,yes,yes,unknown,3,jun,380.0,4.0,-1.0,0.0,unknown,no
64.0,retired,married,unknown,no,2923.0,no,no,cellular,12,mar,120.0,1.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,0.0,no,no,cellular,27,aug,106.0,4.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,43.0,yes,no,cellular,14,may,332.0,2.0,,,failure,no
41.0,technician,married,secondary,no,288.0,yes,no,unknown,15,may,221.0,4.0,-1.0,0.0,unknown,no
34.0,admin.,married,secondary,no,613.0,yes,no,cellular,4,jun,80.0,1.0,-1.0,0.0,unknown,no
37.0,technician,single,tertiary,no,,no,no,cellular,4,may,60.0,5.0,,,success,no
38.0,blue-collar,married,primary,no,168.0,yes,yes,telephone,13,may,212.0,3.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,primary,no,,yes,no,cellular,14,apr,493.0,3.0,-1.0,0.0,unknown,no
35.0,technician,divorced,tertiary,no,,yes,no,cellular,19,nov,98.0,2.0,-1.0,0.0,unknown,no
28.0,blue-collar,single,secondary,no,517.0,no,yes,cellular,8,jul,,1.0,-1.0,0.0,unknown,yes
27.0,blue-collar,single,secondary,no,148.0,no,no,cellular,22,jul,203.0,1.0,-1.0,0.0,unknown,no
48.0,retired,married,primary,yes,-285.0,no,yes,cellular,19,nov,157.0,1.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,secondary,no,887.0,no,no,unknown,16,jun,287.0,1.0,-1.0,0.0,unknown,no
45.0,self-employed,married,secondary,no,3098.0,yes,no,cellular,7,aug,159.0,2.0,-1.0,0.0,unknown,no
41.0,technician,married,tertiary,no,744.0,yes,no,unknown,14,may,125.0,1.0,-1.0,0.0,unknown,no
39.0,technician,married,secondary,no,130.0,no,no,cellular,8,jul,202.0,2.0,-1.0,0.0,unknown,no
44.0,management,married,secondary,no,438.0,yes,no,telephone,8,may,37.0,3.0,,,failure,no
54.0,admin.,married,secondary,no,0.0,no,no,cellular,28,jan,161.0,1.0,,,failure,yes
49.0,management,married,tertiary,no,322.0,no,no,cellular,6,aug,72.0,4.0,-1.0,0.0,unknown,no
34.0,blue-collar,single,secondary,no,186.0,no,no,cellular,2,feb,342.0,1.0,-1.0,0.0,unknown,no
,retired,divorced,tertiary,no,,yes,no,cellular,16,nov,262.0,1.0,,,failure,yes
42.0,management,married,tertiary,no,0.0,no,no,cellular,13,aug,325.0,2.0,-1.0,0.0,unknown,no
53.0,blue-collar,married,secondary,no,,no,no,telephone,19,aug,223.0,,-1.0,0.0,unknown,no
49.0,management,divorced,tertiary,no,755.0,no,no,cellular,31,jul,,4.0,-1.0,0.0,unknown,yes
31.0,services,single,secondary,no,2070.0,no,no,cellular,29,aug,319.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,single,primary,no,999.0,no,no,cellular,29,jan,182.0,2.0,-1.0,0.0,unknown,no
39.0,self-employed,married,secondary,no,167.0,yes,yes,cellular,17,jul,330.0,1.0,-1.0,0.0,unknown,no
46.0,technician,married,secondary,no,1322.0,yes,yes,cellular,19,nov,514.0,1.0,-1.0,0.0,unknown,no
42.0,admin.,divorced,secondary,no,1076.0,yes,no,unknown,14,may,213.0,1.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,502.0,yes,no,cellular,7,may,551.0,1.0,,,failure,no
26.0,technician,single,tertiary,no,1216.0,yes,no,cellular,16,apr,472.0,2.0,-1.0,0.0,unknown,no
37.0,management,single,tertiary,no,876.0,yes,no,cellular,15,apr,140.0,4.0,,,failure,no
36.0,services,single,secondary,no,342.0,yes,no,unknown,7,may,142.0,1.0,-1.0,0.0,unknown,no
29.0,blue-collar,single,primary,no,950.0,yes,no,unknown,4,jun,135.0,3.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,primary,no,973.0,yes,yes,unknown,23,may,293.0,1.0,-1.0,0.0,unknown,no
26.0,technician,married,tertiary,no,,yes,no,unknown,13,may,107.0,1.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,2366.0,yes,no,unknown,20,may,127.0,2.0,-1.0,0.0,unknown,no
40.0,management,married,tertiary,no,542.0,yes,no,cellular,20,nov,,1.0,-1.0,0.0,unknown,no
53.0,management,married,primary,no,995.0,no,no,cellular,4,feb,200.0,3.0,-1.0,0.0,unknown,no
29.0,management,married,tertiary,no,20.0,yes,no,cellular,12,may,418.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,tertiary,no,228.0,yes,no,cellular,22,jul,387.0,4.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,secondary,no,130.0,no,no,cellular,5,may,156.0,1.0,,,failure,no
56.0,management,married,tertiary,no,217.0,no,yes,cellular,21,jul,121.0,2.0,-1.0,0.0,unknown,no
55.0,entrepreneur,divorced,tertiary,no,0.0,no,no,unknown,6,jun,108.0,2.0,-1.0,0.0,unknown,no
31.0,self-employed,married,tertiary,no,259.0,yes,no,cellular,7,may,47.0,1.0,-1.0,0.0,unknown,no
27.0,admin.,single,secondary,no,619.0,yes,no,cellular,20,apr,16.0,5.0,,,other,no
36.0,management,married,secondary,no,644.0,yes,no,cellular,18,nov,54.0,2.0,-1.0,0.0,unknown,no
44.0,management,married,tertiary,no,22.0,yes,no,cellular,6,aug,265.0,2.0,-1.0,0.0,unknown,no
37.0,admin.,divorced,tertiary,no,,yes,no,unknown,23,may,168.0,1.0,-1.0,0.0,unknown,no
30.0,admin.,single,secondary,no,239.0,yes,no,cellular,7,may,115.0,3.0,-1.0,0.0,unknown,no
42.0,technician,single,secondary,no,275.0,no,no,cellular,26,aug,31.0,,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,1221.0,yes,no,telephone,25,jul,279.0,4.0,-1.0,0.0,unknown,yes
62.0,retired,married,secondary,no,816.0,no,no,cellular,1,sep,28.0,2.0,-1.0,0.0,unknown,no
24.0,blue-collar,married,secondary,no,1222.0,yes,no,cellular,20,apr,369.0,1.0,-1.0,0.0,unknown,no
31.0,technician,married,secondary,no,2363.0,yes,no,unknown,13,may,247.0,1.0,-1.0,0.0,unknown,no
66.0,retired,married,tertiary,no,2262.0,no,no,cellular,22,apr,155.0,1.0,-1.0,0.0,unknown,no
47.0,admin.,married,secondary,no,2.0,no,no,cellular,10,jul,89.0,1.0,-1.0,0.0,unknown,no
39.0,entrepreneur,married,tertiary,no,2.0,yes,no,cellular,17,nov,180.0,1.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,,yes,no,cellular,18,nov,,1.0,-1.0,0.0,unknown,yes
35.0,admin.,divorced,secondary,no,-402.0,yes,no,cellular,17,apr,46.0,1.0,-1.0,0.0,unknown,no
27.0,technician,married,secondary,no,1577.0,yes,yes,unknown,28,may,266.0,2.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,34.0,yes,no,cellular,5,may,321.0,2.0,-1.0,0.0,unknown,no
44.0,management,married,tertiary,no,795.0,no,no,cellular,28,aug,99.0,,-1.0,0.0,unknown,no
42.0,blue-collar,married,secondary,no,117.0,yes,no,unknown,9,may,147.0,1.0,-1.0,0.0,unknown,no
34.0,self-employed,single,tertiary,no,,no,no,cellular,30,apr,430.0,1.0,-1.0,0.0,unknown,yes
25.0,services,single,secondary,no,402.0,no,yes,cellular,7,jul,264.0,1.0,-1.0,0.0,unknown,no
40.0,technician,single,secondary,no,641.0,no,no,cellular,16,jul,156.0,6.0,-1.0,0.0,unknown,no
43.0,management,divorced,tertiary,no,36.0,no,no,cellular,26,may,118.0,1.0,,,failure,no
55.0,unemployed,married,tertiary,no,383.0,no,no,unknown,6,may,343.0,3.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,secondary,no,283.0,yes,no,cellular,7,aug,226.0,3.0,-1.0,0.0,unknown,no
45.0,management,divorced,tertiary,no,0.0,no,no,unknown,1,jun,5.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,divorced,secondary,no,3102.0,yes,no,cellular,20,nov,138.0,1.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,889.0,yes,no,cellular,10,sep,185.0,1.0,,,success,yes
59.0,housemaid,married,secondary,no,0.0,no,no,telephone,3,feb,,1.0,,,failure,no
34.0,self-employed,married,secondary,no,-370.0,yes,no,unknown,21,may,,1.0,-1.0,0.0,unknown,no
39.0,management,married,tertiary,no,-606.0,yes,no,unknown,26,may,142.0,1.0,-1.0,0.0,unknown,no
40.0,management,single,secondary,no,,yes,no,cellular,17,nov,523.0,3.0,-1.0,0.0,unknown,no
36.0,blue-collar,single,primary,no,1313.0,yes,no,unknown,20,jun,8.0,,-1.0,0.0,unknown,no
40.0,management,married,tertiary,no,,yes,no,cellular,17,nov,153.0,1.0,-1.0,0.0,unknown,no
55.0,self-employed,married,secondary,no,-196.0,yes,no,unknown,20,may,210.0,2.0,-1.0,0.0,unknown,no
38.0,entrepreneur,married,secondary,yes,15.0,yes,no,cellular,10,jul,121.0,1.0,-1.0,0.0,unknown,no
61.0,admin.,married,secondary,no,,no,no,cellular,12,mar,212.0,1.0,-1.0,0.0,unknown,yes
41.0,management,married,tertiary,no,666.0,yes,no,unknown,21,may,253.0,3.0,-1.0,0.0,unknown,no
57.0,blue-collar,married,primary,no,452.0,yes,no,unknown,13,may,139.0,4.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,secondary,no,149.0,yes,no,unknown,9,may,71.0,1.0,-1.0,0.0,unknown,no
,retired,married,tertiary,no,,no,no,telephone,4,may,421.0,1.0,,,success,yes
35.0,services,married,secondary,no,1453.0,yes,no,unknown,28,may,199.0,1.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,secondary,no,1480.0,yes,no,unknown,14,may,108.0,1.0,-1.0,0.0,unknown,no
37.0,management,single,unknown,no,715.0,yes,no,unknown,20,may,247.0,2.0,-1.0,0.0,unknown,no
56.0,management,single,secondary,no,237.0,yes,no,telephone,9,jul,236.0,4.0,-1.0,0.0,unknown,no
40.0,technician,married,secondary,no,694.0,yes,no,cellular,4,feb,97.0,4.0,,,failure,no
40.0,management,married,tertiary,no,0.0,no,no,cellular,14,jul,109.0,,-1.0,0.0,unknown,no
54.0,management,married,tertiary,no,55.0,yes,no,cellular,2,jun,112.0,2.0,-1.0,0.0,unknown,no
55.0,housemaid,married,primary,no,136.0,yes,no,unknown,19,jun,15.0,,-1.0,0.0,unknown,no
55.0,services,divorced,secondary,yes,-404.0,yes,no,cellular,22,jul,502.0,3.0,-1.0,0.0,unknown,no
52.0,blue-collar,married,primary,no,779.0,yes,no,unknown,16,may,30.0,3.0,-1.0,0.0,unknown,no
55.0,blue-collar,single,primary,no,1187.0,yes,no,unknown,2,jun,193.0,2.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,641.0,yes,no,cellular,13,aug,347.0,2.0,-1.0,0.0,unknown,no
52.0,blue-collar,married,unknown,no,826.0,yes,no,unknown,15,may,468.0,2.0,-1.0,0.0,unknown,no
33.0,services,divorced,secondary,no,991.0,yes,no,unknown,27,may,148.0,1.0,-1.0,0.0,unknown,no
53.0,admin.,married,secondary,no,1796.0,no,no,telephone,16,mar,295.0,1.0,,,success,yes
